Name,PA,BB%,K%,ISO,GB%,wRC+,Age,AgeRelLevel,PlayerId
A.J. Ewing,299,0.14715719,0.290969899,0.11600000000000002,0.41104294399999997,104.04980195028342,19.0,-1.6545603002253273,sa3022963
A.J. Jimenez,1684,0.056435680396257015,0.16026891322811893,0.1079019013829772,0.46946171143016063,88.22411909937723,22.494322839989387,-0.0924249899938204,7077
A.J. Kennedy,562,0.04704505147966162,0.2931370529369966,0.07125451672297652,0.31653633570748296,11.435278781991334,22.522757748177238,0.340816436818611,sa876029
A.J. Kirby-Jones,1580,0.1296626460672329,0.27514622500882513,0.1812946262121836,0.4742348802545158,116.47026960188957,23.03384991927329,0.8573316853651136,sa548449
A.J. Murray,660,0.0939393930651515,0.22272727211363635,0.14270057702727273,0.39475454512272734,110.67409047888034,22.71818181818182,1.7337575787899915,sa602899
A.J. Pettersen,668,0.09257791035131636,0.11837288559366876,0.050664157905319404,0.44911045949132883,64.58892041523032,23.634901891517416,1.3620847495185475,sa546810
A.J. Simcox,1488,0.05877584733815483,0.1816095775637955,0.10539519744229886,0.4429197776764848,78.24145012344323,22.899787999943282,0.3391272327384428,sa658901
A.J. Van Slyke,406,0.071428571,0.192118226,0.099730459,0.48109965599999993,100.62205347792698,23.0,0.4963164135715097,sa290613
A.J. Vukovich,2343,0.08582009387729986,0.27521612543340856,0.20320477007672527,0.4654428828588493,107.87766080088304,21.734944554955995,-2.0403398761813856,sa3014525
AJ Bumpass,161,0.086956521,0.273291925,0.221428571,0.329896907,118.57828375936961,23.0,4.337074381715254,sa1055770
AJ Gill,230,0.1347826079478261,0.4260869561652173,0.1086274512173913,0.22260869565217392,82.2868157209023,23.0,1.3177998448288366,sa3014988
AJ Graffanino,459,0.07843137166666667,0.17864923700000002,0.06730769233333334,0.385331659,80.20913579379973,22.0,-0.02579522757515561,sa3008030
AJ Lee,158,0.12025316400000001,0.297468354,0.179104478,0.32530120399999995,132.73105344750297,22.0,1.2959848232970224,sa3010146
AJ Lewis,153,0.20261437899999998,0.20915032599999997,0.2,0.426829268,144.6167496985801,24.0,3.172726502245954,sa3015014
